sep=,
Date,Speed,Altitude,Pressure,X,Y,Z,G,Latitude,Longitude,Heading,Magnetic Field,Sound Level,Luminance
"2018-10-16 08:32:04.124",0.000000,17.370237,1013.964920,0.739410,-0.525909,-0.130951,0.916764,32.718774,-117.164230,270.597656,56.197752,0.000000,0.000000
"2018-10-16 08:32:04.223",0.000000,17.370237,1013.964920,1.014633,-0.027222,-0.468948,1.118094,32.718774,-117.164230,282.277954,55.755052,0.000000,0.000000
"2018-10-16 08:32:04.323",0.000000,17.370237,1013.968506,0.831482,-0.322144,-0.264175,0.930015,32.718774,-117.164230,286.872864,55.886691,0.000000,0.000000
"2018-10-16 08:32:04.423",0.000000,17.370237,1013.968506,1.120514,-0.301498,-0.219467,1.180940,32.718774,-117.164230,294.917664,56.319420,0.000000,0.000000
"2018-10-16 08:32:04.510",0.000000,17.370237,1013.968506,0.988342,-0.281052,-0.268204,1.061953,32.718774,-117.164230,306.988037,56.562720,0.000000,0.000000
"2018-10-16 08:32:04.609",0.000000,17.370237,1013.968506,0.992340,-0.391693,0.121689,1.073765,32.718774,-117.164230,322.451111,56.810459,0.000000,0.000000
"2018-10-16 08:32:04.710",0.000000,17.370237,1013.968506,0.705048,-0.771759,-0.065643,1.047384,32.718774,-117.164230,320.013000,56.576050,0.000000,0.000000
"2018-10-16 08:32:04.823",0.000000,17.370237,1013.968506,0.526108,-0.831711,-0.312317,1.032509,32.718774,-117.164230,306.596466,56.921346,0.000000,0.000000
"2018-10-16 08:32:04.924",0.000000,17.370237,1013.968506,0.351593,-0.923340,-0.271500,1.024640,32.718774,-117.164230,299.350586,56.534149,0.000000,0.000000
"2018-10-16 08:32:05.025",0.000000,17.370237,1013.968506,0.224335,-0.882019,-0.449860,1.015213,32.718774,-117.164230,261.480164,56.239800,0.000000,0.000000
"2018-10-16 08:32:05.126",0.000000,17.370237,1013.968506,0.107635,-0.796844,-0.223358,0.834527,32.718774,-117.164230,263.133026,56.207505,0.000000,0.000000
"2018-10-16 08:32:05.224",0.000000,17.370237,1013.968506,0.143784,-0.920258,-0.248550,0.964015,32.718774,-117.164230,264.230042,55.721045,0.000000,0.000000
"2018-10-16 08:32:05.323",0.000000,17.370237,1013.968506,0.038300,-0.885635,-0.230804,0.916017,32.718774,-117.164230,264.230042,55.721045,0.000000,0.000000
"2018-10-16 08:32:05.425",0.000000,17.370237,1013.968506,-0.005875,-1.053925,-0.206161,1.073915,32.718774,-117.164230,263.144897,54.767076,0.000000,0.000000
"2018-10-16 08:32:05.510",0.000000,17.370237,1013.968506,0.033661,-1.007126,-0.206436,1.028616,32.718774,-117.164230,263.144897,54.767076,0.000000,0.000000
"2018-10-16 08:32:05.610",0.000000,17.370237,1013.968506,-0.062775,-0.841736,-0.226883,0.874034,32.718774,-117.164230,263.144897,54.767076,0.000000,0.000000
"2018-10-16 08:32:05.712",0.000000,17.370237,1013.968506,0.144623,-1.246521,-0.461502,1.337054,32.718774,-117.164230,263.695770,48.145973,0.000000,0.000000
"2018-10-16 08:32:05.820",0.000000,17.370237,1013.968506,-0.012512,-0.998123,-0.360214,1.061207,32.718774,-117.164230,263.695770,48.145973,0.000000,0.000000
"2018-10-16 08:32:05.924",0.000000,17.370237,1013.968506,0.157990,-0.975952,-0.339188,1.045223,32.718774,-117.164230,261.186340,48.874272,0.000000,0.000000
"2018-10-16 08:32:06.025",0.000000,17.370237,1013.968506,0.060593,-0.943069,-0.323151,0.998738,32.718774,-117.164230,258.878967,49.250503,0.000000,0.000000
"2018-10-16 08:32:06.124",0.000000,17.370237,1013.968506,0.076019,-0.943649,-0.338531,1.005414,32.718774,-117.164230,256.172058,49.644036,0.000000,0.000000
"2018-10-16 08:32:06.223",0.000000,17.370237,1013.968506,-0.096222,-0.851456,-0.300507,0.908042,32.718774,-117.164230,250.840912,51.415601,0.000000,0.000000
"2018-10-16 08:32:06.324",0.000000,17.370237,1013.968506,0.186218,-0.953247,-0.341660,1.029606,32.718774,-117.164230,249.534729,51.341454,0.000000,0.000000
"2018-10-16 08:32:06.423",0.000000,17.370237,1013.968506,0.129669,-0.951218,-0.286575,1.001876,32.718774,-117.164230,247.013214,51.106279,0.000000,0.000000
"2018-10-16 08:32:06.524",0.000000,17.370237,1013.968506,0.143066,-0.951996,-0.294174,1.006629,32.718774,-117.164230,245.739441,51.053270,0.000000,0.000000
"2018-10-16 08:32:06.610",0.000000,17.370237,1013.968506,0.139420,-0.951721,-0.294846,1.006054,32.718774,-117.164230,244.341431,50.971703,0.000000,0.000000
"2018-10-16 08:32:06.708",0.000000,17.370237,1013.968506,0.139954,-0.950821,-0.296387,1.005730,32.718774,-117.164230,242.023590,50.249081,0.000000,0.000000
"2018-10-16 08:32:06.810",0.000000,17.370237,1013.968506,0.141968,-0.953156,-0.297958,1.008682,32.718774,-117.164230,240.931931,50.358179,0.000000,0.000000
"2018-10-16 08:32:06.925",0.000000,17.370237,1013.968506,0.140900,-0.950577,-0.297348,1.005915,32.718774,-117.164230,239.726959,50.346229,0.000000,0.000000
"2018-10-16 08:32:07.023",0.000000,17.370237,1013.968506,0.141083,-0.952194,-0.296478,1.007213,32.718774,-117.164230,237.599960,50.576609,0.000000,0.000000
"2018-10-16 08:32:07.123",2.020000,16.631874,1013.968506,0.141052,-0.952545,-0.295883,1.007365,32.718625,-117.163980,236.275711,50.643000,0.000000,0.000000
"2018-10-16 08:32:07.223",2.020000,16.631874,1013.985519,0.141174,-0.951401,-0.295181,1.006094,32.718625,-117.163980,235.011154,50.868996,0.000000,0.000000
"2018-10-16 08:32:07.322",2.020000,16.631874,1013.985519,0.141891,-0.954514,-0.296890,1.009640,32.718625,-117.163980,233.926208,51.260547,0.000000,0.000000
"2018-10-16 08:32:07.423",2.020000,16.631874,1013.985519,0.138458,-0.950516,-0.293900,1.004504,32.718625,-117.163980,232.776978,51.056202,0.000000,0.000000
"2018-10-16 08:32:07.522",2.020000,16.631874,1013.985519,0.141388,-0.950836,-0.292206,1.004721,32.718625,-117.163980,231.674194,51.241533,0.000000,0.000000
"2018-10-16 08:32:07.623",2.020000,16.631874,1013.985519,0.140930,-0.953262,-0.294922,1.007745,32.718625,-117.163980,230.614777,50.727673,0.000000,0.000000
"2018-10-16 08:32:07.710",2.020000,16.631874,1013.985519,0.138901,-0.950989,-0.294937,1.005316,32.718625,-117.163980,229.601395,49.969962,0.000000,0.000000
"2018-10-16 08:32:07.809",2.020000,16.631874,1013.985519,0.141510,-0.953003,-0.294800,1.007545,32.718625,-117.163980,229.601395,49.969962,0.000000,0.000000
"2018-10-16 08:32:07.910",2.020000,16.631874,1013.985519,0.142609,-0.950989,-0.298126,1.006775,32.718625,-117.163980,228.437393,50.255452,0.000000,0.000000
"2018-10-16 08:32:08.021",2.020000,16.631874,1013.985519,0.141541,-0.951874,-0.295670,1.006736,32.718625,-117.163980,227.335281,50.323936,0.000000,0.000000
"2018-10-16 08:32:08.124",0.000000,17.400948,1013.991623,0.139862,-0.953033,-0.296448,1.007827,32.718664,-117.163893,226.290146,51.193464,0.000000,0.000000
"2018-10-16 08:32:08.222",0.000000,17.400948,1013.991623,0.141266,-0.949829,-0.297150,1.005201,32.718664,-117.163893,226.290146,51.193464,0.000000,0.000000
"2018-10-16 08:32:08.323",0.000000,17.400948,1013.991623,0.142807,-0.952774,-0.294907,1.007543,32.718664,-117.163893,226.290146,51.193464,0.000000,0.000000
"2018-10-16 08:32:08.423",0.000000,17.400948,1013.991623,0.139877,-0.952362,-0.291901,1.005865,32.718664,-117.163893,225.287247,53.494299,0.000000,0.000000
"2018-10-16 08:32:08.524",0.000000,17.400948,1013.991623,0.139099,-0.951584,-0.295166,1.005974,32.718664,-117.163893,224.102341,53.410111,0.000000,0.000000
"2018-10-16 08:32:08.623",0.000000,17.400948,1013.991623,0.140167,-0.949936,-0.297791,1.005338,32.718664,-117.163893,224.102341,53.410111,0.000000,0.000000
"2018-10-16 08:32:08.710",0.000000,17.400948,1013.991623,0.142776,-0.954224,-0.291412,1.007893,32.718664,-117.163893,223.052078,53.447286,0.000000,0.000000
"2018-10-16 08:32:08.809",0.000000,17.400948,1013.991623,0.139297,-0.950760,-0.293701,1.004793,32.718664,-117.163893,221.981918,53.807978,0.000000,0.000000
"2018-10-16 08:32:08.910",0.000000,17.400948,1013.991623,0.137543,-0.954529,-0.299271,1.009755,32.718664,-117.163893,221.981918,53.807978,0.000000,0.000000
"2018-10-16 08:32:09.025",0.000000,17.400948,1013.993988,0.140823,-0.949127,-0.294830,1.003792,32.718664,-117.163893,220.972794,54.081065,0.000000,0.000000
"2018-10-16 08:32:09.123",0.000000,17.539406,1013.993988,0.140884,-0.952957,-0.297577,1.008230,32.718664,-117.163893,220.972794,54.081065,0.000000,0.000000
"2018-10-16 08:32:09.224",0.000000,17.539406,1013.993988,0.140778,-0.945847,-0.306351,1.004139,32.718664,-117.163893,219.898651,53.933424,0.000000,0.000000
"2018-10-16 08:32:09.321",0.000000,17.539406,1013.993988,0.140411,-0.945038,-0.320328,1.007681,32.718664,-117.163893,218.881775,54.100597,0.000000,0.000000
"2018-10-16 08:32:09.423",0.000000,17.539406,1013.993988,0.139023,-0.944641,-0.322968,1.007959,32.718664,-117.163893,218.881775,54.100597,0.000000,0.000000
"2018-10-16 08:32:09.522",0.000000,17.539406,1013.993988,0.139954,-0.941238,-0.326660,1.006093,32.718664,-117.163893,217.765381,54.034808,0.000000,0.000000
"2018-10-16 08:32:09.622",0.000000,17.539406,1013.993988,0.139694,-0.939621,-0.331726,1.006203,32.718664,-117.163893,217.765381,54.034808,0.000000,0.000000
"2018-10-16 08:32:09.724",0.000000,17.539406,1013.993988,0.138962,-0.942490,-0.333954,1.009516,32.718664,-117.163893,216.722946,53.936188,0.000000,0.000000
"2018-10-16 08:32:09.810",0.000000,17.539406,1013.993988,0.137192,-0.939011,-0.338608,1.007580,32.718664,-117.163893,216.722946,53.936188,0.000000,0.000000
"2018-10-16 08:32:09.908",0.000000,17.539406,1013.993988,0.137558,-0.938339,-0.341721,1.008055,32.718664,-117.163893,215.699615,54.583603,0.000000,0.000000
"2018-10-16 08:32:10.010",0.000000,17.539406,1013.999710,0.140884,-0.938446,-0.339737,1.007944,32.718664,-117.163893,215.699615,54.583603,0.000000,0.000000
"2018-10-16 08:32:10.123",0.000000,17.716713,1013.999710,0.140198,-0.940552,-0.337097,1.008924,32.718698,-117.163833,215.699615,54.583603,0.000000,0.000000
"2018-10-16 08:32:10.223",0.000000,17.716713,1013.999710,0.139374,-0.940155,-0.332626,1.006954,32.718698,-117.163833,215.699615,54.583603,0.000000,0.000000
"2018-10-16 08:32:10.324",0.000000,17.716713,1013.999710,0.138306,-0.939941,-0.332764,1.006653,32.718698,-117.163833,215.699615,54.583603,0.000000,0.000000
"2018-10-16 08:32:10.422",0.000000,17.716713,1013.999710,0.139786,-0.939331,-0.332657,1.006252,32.718698,-117.163833,215.699615,54.583603,0.000000,0.000000
"2018-10-16 08:32:10.524",0.000000,17.716713,1013.999710,0.138046,-0.937210,-0.335526,1.004986,32.718698,-117.163833,215.699615,54.583603,0.000000,0.000000
"2018-10-16 08:32:10.623",0.000000,17.716713,1013.999710,0.140869,-0.937439,-0.337570,1.006275,32.718698,-117.163833,215.699615,54.583603,0.000000,0.000000
"2018-10-16 08:32:10.723",0.000000,17.716713,1013.999710,0.140366,-0.938599,-0.337128,1.007137,32.718698,-117.163833,214.616150,54.277832,0.000000,0.000000
"2018-10-16 08:32:10.824",0.000000,17.716713,1013.999710,0.135345,-0.939316,-0.332474,1.005570,32.718698,-117.163833,214.616150,54.277832,0.000000,0.000000
"2018-10-16 08:32:10.910",0.000000,17.716713,1014.000397,0.137634,-0.942017,-0.334412,1.009044,32.718698,-117.163833,213.590149,54.586554,0.000000,0.000000
"2018-10-16 08:32:11.008",0.000000,17.716713,1014.000397,0.145081,-0.940445,-0.329391,1.006968,32.718698,-117.163833,213.590149,54.586554,0.000000,0.000000
"2018-10-16 08:32:11.111",0.000000,17.811348,1014.000397,0.143570,-0.947861,-0.326675,1.012803,32.718698,-117.163833,213.590149,54.586554,0.000000,0.000000
"2018-10-16 08:32:11.222",0.000000,17.811348,1014.000397,0.142456,-0.944366,-0.319595,1.007106,32.718698,-117.163833,213.590149,54.586554,0.000000,0.000000
"2018-10-16 08:32:11.322",0.000000,17.811348,1014.000397,0.136093,-0.945236,-0.316193,1.005967,32.718698,-117.163833,213.590149,54.586554,0.000000,0.000000
"2018-10-16 08:32:11.424",0.000000,17.811348,1014.000397,0.143280,-0.945404,-0.314453,1.006578,32.718698,-117.163833,213.590149,54.586554,0.000000,0.000000
"2018-10-16 08:32:11.525",0.000000,17.811348,1014.000397,0.132263,-0.945328,-0.307892,1.002963,32.718698,-117.163833,213.590149,54.586554,0.000000,0.000000
"2018-10-16 08:32:11.623",0.000000,17.811348,1014.000397,0.145767,-0.951019,-0.300095,1.007841,32.718698,-117.163833,213.590149,54.586554,0.000000,0.000000
"2018-10-16 08:32:11.723",0.000000,17.811348,1014.000397,0.140839,-0.953964,-0.297684,1.009207,32.718698,-117.163833,212.563995,54.315252,0.000000,0.000000
"2018-10-16 08:32:11.814",0.000000,17.811348,1014.000397,0.149200,-0.952911,-0.296555,1.009082,32.718698,-117.163833,212.563995,54.315252,0.000000,0.000000
"2018-10-16 08:32:11.920",0.000000,17.811348,1014.000397,0.139160,-0.950455,-0.297623,1.005639,32.718698,-117.163833,212.563995,54.315252,0.000000,0.000000
"2018-10-16 08:32:12.010",0.000000,17.811348,1014.000397,0.134567,-0.949921,-0.294266,1.003519,32.718698,-117.163833,211.489639,53.629006,0.000000,0.000000
"2018-10-16 08:32:12.109",0.000000,17.846504,1014.000397,0.134338,-0.950958,-0.292694,1.004011,32.718698,-117.163833,211.489639,53.629006,0.000000,0.000000
"2018-10-16 08:32:12.210",0.000000,17.846504,1014.000397,0.136765,-0.946854,-0.292923,1.000520,32.718698,-117.163833,211.489639,53.629006,0.000000,0.000000
"2018-10-16 08:32:12.322",0.000000,17.846504,1014.000397,0.141541,-0.946503,-0.295151,1.001506,32.718698,-117.163833,211.489639,53.629006,0.000000,0.000000
"2018-10-16 08:32:12.424",0.000000,17.846504,1014.000397,0.146133,-0.956528,-0.288162,1.009623,32.718698,-117.163833,210.458557,53.795158,0.000000,0.000000
"2018-10-16 08:32:12.523",0.000000,17.846504,1014.000397,0.138107,-0.954742,-0.287262,1.006542,32.718698,-117.163833,210.458557,53.795158,0.000000,0.000000
"2018-10-16 08:32:12.622",0.000000,17.846504,1014.000397,0.140411,-0.956787,-0.288437,1.009135,32.718698,-117.163833,210.458557,53.795158,0.000000,0.000000
"2018-10-16 08:32:12.723",0.000000,17.846504,1014.000397,0.134903,-0.959961,-0.280045,1.009034,32.718698,-117.163833,210.458557,53.795158,0.000000,0.000000
"2018-10-16 08:32:12.824",0.000000,17.846504,1013.994217,0.140182,-0.958664,-0.278992,1.008228,32.718698,-117.163833,209.417160,53.291934,0.000000,0.000000
"2018-10-16 08:32:12.924",0.000000,17.846504,1013.994217,0.136215,-0.956696,-0.275879,1.004953,32.718698,-117.163833,209.417160,53.291934,0.000000,0.000000
"2018-10-16 08:32:13.011",0.000000,17.846504,1013.994217,0.147110,-0.962585,-0.273178,1.011355,32.718698,-117.163833,209.417160,53.291934,0.000000,0.000000
"2018-10-16 08:32:13.109",0.000000,17.866402,1013.994217,0.145599,-0.960022,-0.271072,1.008128,32.718698,-117.163833,209.417160,53.291934,0.000000,0.000000
"2018-10-16 08:32:13.210",0.000000,17.866402,1013.994217,0.147568,-0.955505,-0.276245,1.005524,32.718698,-117.163833,208.352524,52.529050,0.000000,0.000000
"2018-10-16 08:32:13.323",0.000000,17.866402,1013.994217,0.151428,-0.954910,-0.284286,1.007771,32.718698,-117.163833,208.352524,52.529050,0.000000,0.000000
"2018-10-16 08:32:13.422",0.000000,17.866402,1013.994217,0.147095,-0.952026,-0.293716,1.007105,32.718698,-117.163833,208.352524,52.529050,0.000000,0.000000
"2018-10-16 08:32:13.523",0.000000,17.866402,1013.994217,0.142792,-0.953125,-0.290192,1.006503,32.718698,-117.163833,207.293701,52.437402,0.000000,0.000000
"2018-10-16 08:32:13.623",0.000000,17.866402,1013.994217,0.139404,-0.954498,-0.292831,1.008093,32.718698,-117.163833,207.293701,52.437402,0.000000,0.000000
"2018-10-16 08:32:13.724",0.000000,17.866402,1013.994217,0.144730,-0.949203,-0.299850,1.005905,32.718698,-117.163833,207.293701,52.437402,0.000000,0.000000
"2018-10-16 08:32:13.824",0.000000,17.866402,1013.984070,0.158096,-0.943787,-0.301239,1.003231,32.718698,-117.163833,207.293701,52.437402,0.000000,0.000000
"2018-10-16 08:32:13.925",0.000000,17.866402,1013.984070,0.155167,-0.942200,-0.306091,1.002751,32.718698,-117.163833,206.277817,48.416388,0.000000,0.000000
"2018-10-16 08:32:14.010",0.000000,17.866402,1013.984070,0.145950,-0.948914,-0.308502,1.008421,32.718698,-117.163833,206.277817,48.416388,0.000000,0.000000
"2018-10-16 08:32:14.109",0.000000,17.875465,1013.984070,0.143021,-0.952362,-0.303131,1.009622,32.718698,-117.163833,205.199478,48.129120,0.000000,0.000000
